Transaction_ID,Date,Customer_ID,Product_Category,Sales_Amount,Region
TXN-00835,08/02/2024,C-0174,Electronics,34573,Bangkok
TXN-00836,16/09/2024,C-0021,Beauty,17980,Bangkok
TXN-00837,24/10/2024,C-0552,Fashion,9131,Chiang Mai
TXN-00838,29/10/2024,C-0334,Electronics,25060,Khon Kaen
TXN-00839,19/01/2024,C-0039,Home & Living,38469,Phuket
TXN-00840,05/10/2024,C-0472,Fashion,2742,Chiang Mai
TXN-00841,03/10/2024,C-0674,Sports,25733,Chonburi
TXN-00842,17/03/2024,C-0885,Sports,13469,Bangkok
TXN-00843,24/04/2024,C-0433,Beauty,1438,Chonburi
TXN-00844,28/10/2024,C-0582,Home & Living,2735,Chonburi
TXN-00845,28/05/2024,C-0528,Beauty,16086,Chonburi
TXN-00846,13/09/2024,C-0924,Sports,21637,Khon Kaen
TXN-00847,22/07/2024,C-0432,Home & Living,24903.5,Bangkok
TXN-00848,06/01/2024,C-0274,Electronics,23037,Chonburi
TXN-00849,10/11/2024,C-0021,Beauty,38327,Chonburi
TXN-00850,20/09/2024,C-0713,Electronics,14579,Chonburi
TXN-00851,22/03/2024,C-0481,Home & Living,17723,Bangkok
TXN-00852,16/10/2024,C-0603,Fashion,8221,Chiang Mai
TXN-00853,15/03/2024,C-0023,Fashion,43456,Bangkok
TXN-00854,04/09/2024,C-0325,Electronics,22608,Chiang Mai
TXN-00855,21/01/2024,C-0387,Fashion,12710,Chonburi
TXN-00856,06/09/2024,C-0585,Electronics,32439,Khon Kaen
TXN-00857,15/05/2024,C-0400,Electronics,30405,Khon Kaen
TXN-00858,22/01/2024,C-0331,Home & Living,44278,Bangkok
TXN-00859,22/09/2024,C-0587,Beauty,34517,Bangkok
TXN-00860,03/07/2024,C-0101,Home & Living,24448,Bangkok
TXN-00861,20/08/2024,C-0828,Home & Living,2165,Bangkok
TXN-00862,21/01/2024,C-0501,Sports,8772,Chiang Mai
TXN-00863,14/06/2024,C-0103,Electronics,30478,Khon Kaen
TXN-00864,23/09/2024,C-0708,Beauty,8382,Phuket
TXN-00865,20/05/2024,C-0692,Sports,19879,Bangkok
TXN-00866,14/05/2024,C-0211,Beauty,23281,Chiang Mai
TXN-00867,18/10/2024,C-0345,Fashion,29084,Khon Kaen
TXN-00868,30/11/2024,C-0509,Sports,5937,Bangkok
TXN-00869,27/10/2024,C-0515,Fashion,33577,Phuket
TXN-00870,09/02/2024,C-0831,Sports,33982,Bangkok
TXN-00871,11/07/2024,C-0784,Electronics,45102,Chiang Mai
TXN-00872,24/04/2024,C-0684,Home & Living,1595,Chiang Mai
TXN-00873,29/06/2024,C-0348,Fashion,49297,Chonburi
TXN-00874,25/06/2024,C-0171,Beauty,39882,Phuket
TXN-00875,03/09/2024,C-0630,Fashion,37389,Khon Kaen
TXN-00876,04/01/2024,C-0307,Home & Living,34909,Bangkok
TXN-00877,12/03/2024,C-0373,Sports,35440,Bangkok
TXN-00878,27/04/2024,C-0993,Beauty,15601,Khon Kaen
TXN-00879,25/11/2024,C-0447,Fashion,35291,Chiang Mai
TXN-00880,17/03/2024,C-0207,Electronics,10903,Bangkok
TXN-00881,04/07/2024,C-0509,Beauty,11355,Phuket
TXN-00882,01/03/2024,C-0651,Electronics,41013,Chiang Mai
TXN-00883,31/07/2024,C-0868,Electronics,49724,Chiang Mai
TXN-00884,28/02/2024,C-0998,Electronics,35943,Phuket
TXN-00885,02/09/2024,C-0807,Electronics,40455,Chiang Mai
TXN-00886,29/10/2024,C-0078,Home & Living,13751,Phuket
TXN-00887,29/07/2024,C-0861,Beauty,26771,Khon Kaen
TXN-00888,23/01/2024,C-0871,Electronics,34693,Khon Kaen
TXN-00889,30/10/2024,C-0549,Beauty,31730,Khon Kaen
TXN-00890,18/11/2024,C-0220,Fashion,9420,Bangkok
TXN-00891,20/10/2024,C-0295,Sports,20160,Chiang Mai
TXN-00892,26/03/2024,C-0272,Sports,24903.5,Bangkok
TXN-00893,02/04/2024,C-0049,Beauty,36922,Chonburi
TXN-00894,26/07/2024,C-0305,Unknown,14180,Bangkok
TXN-00895,15/10/2024,C-0588,Electronics,40681,Chonburi
TXN-00896,04/12/2024,C-0412,Sports,4878,Bangkok
TXN-00897,13/02/2024,C-0824,Fashion,27394,Chiang Mai
TXN-00898,06/11/2024,C-0232,Sports,32018,Chonburi
TXN-00899,03/09/2024,C-0640,Electronics,16390,Chonburi
TXN-00900,29/07/2024,C-0761,Fashion,10949,Chiang Mai
TXN-00901,25/10/2024,C-0981,Sports,26124,Khon Kaen
TXN-00902,03/04/2024,C-0095,Fashion,16790,Chiang Mai
TXN-00903,18/09/2024,C-0735,Fashion,5122,Bangkok
TXN-00904,17/12/2024,C-0865,Electronics,18602,Khon Kaen
TXN-00905,20/08/2024,C-0593,Beauty,26808,Chonburi
TXN-00906,05/02/2024,C-0098,Electronics,48974,Chiang Mai
TXN-00907,16/07/2024,C-0607,Fashion,44560,Chiang Mai
TXN-00908,09/01/2024,C-0345,Electronics,29557,Chonburi
TXN-00909,15/09/2024,C-0280,Beauty,18553,Chonburi
TXN-00910,17/03/2024,C-0069,Fashion,1205,Phuket
TXN-00911,31/03/2024,C-0581,Unknown,34619,Khon Kaen
TXN-00912,10/11/2024,C-0821,Beauty,7224,Bangkok
TXN-00913,29/09/2024,C-0544,Home & Living,39719,Chiang Mai
TXN-00914,01/03/2024,C-0487,Sports,43781,Chonburi
TXN-00915,03/12/2024,C-0438,Electronics,8683,Phuket
TXN-00916,04/11/2024,C-0215,Sports,40479,Phuket
TXN-00917,01/01/2024,C-0356,Electronics,5113,Bangkok
TXN-00918,13/12/2024,C-0815,Sports,49930,Chiang Mai
TXN-00919,24/09/2024,C-0079,Home & Living,22872,Khon Kaen
TXN-00920,23/01/2024,C-0668,Electronics,3185,Bangkok
TXN-00921,07/08/2024,C-0844,Fashion,17241,Bangkok
TXN-00922,03/09/2024,C-0310,Electronics,31074,Chiang Mai
TXN-00923,14/07/2024,C-0517,Beauty,11539,Chiang Mai
TXN-00924,22/12/2024,C-0824,Sports,45814,Phuket
TXN-00925,05/08/2024,C-0308,Fashion,32435,Chonburi
TXN-00926,01/09/2024,C-0444,Beauty,15221,Khon Kaen
TXN-00927,12/02/2024,C-0680,Unknown,6304,Chonburi
TXN-00928,05/10/2024,C-0553,Home & Living,40038,Chonburi
TXN-00929,06/04/2024,C-0321,Beauty,24260,Bangkok
TXN-00930,04/01/2024,C-0205,Home & Living,44075,Bangkok
TXN-00931,01/03/2024,C-0425,Fashion,46479,Bangkok
TXN-00932,11/07/2024,C-0412,Home & Living,28134,Bangkok
TXN-00933,18/12/2024,C-0258,Beauty,7393,Chiang Mai
TXN-00934,28/07/2024,C-0640,Beauty,18863,Phuket
TXN-00935,20/03/2024,C-0528,Home & Living,48501,Phuket
TXN-00936,26/10/2024,C-0465,Electronics,16993,Bangkok
TXN-00937,01/10/2024,C-0688,Fashion,22050,Chiang Mai
TXN-00938,06/07/2024,C-0782,Home & Living,16965,Chonburi
TXN-00939,14/12/2024,C-0561,Beauty,5945,Bangkok
TXN-00940,14/04/2024,C-0185,Home & Living,24903.5,Chonburi
TXN-00941,12/10/2024,C-0903,Fashion,32320,Khon Kaen
TXN-00942,08/07/2024,C-0020,Beauty,32938,Phuket
TXN-00943,04/09/2024,C-0643,Home & Living,28927,Phuket
TXN-00944,06/06/2024,C-0721,Beauty,7313,Khon Kaen
TXN-00945,27/12/2024,C-0529,Fashion,46934,Bangkok
TXN-00946,11/03/2024,C-0884,Beauty,40256,Phuket
TXN-00947,03/12/2024,C-0192,Beauty,25129,Khon Kaen
TXN-00948,27/04/2024,C-0591,Electronics,44249,Khon Kaen
TXN-00949,24/12/2024,C-0512,Fashion,39930,Khon Kaen
TXN-00950,21/02/2024,C-0219,Sports,42618,Phuket
TXN-00951,24/07/2024,C-0677,Unknown,38224,Chonburi
TXN-00952,08/10/2024,C-0986,Electronics,16137,Chiang Mai
TXN-00953,16/12/2024,C-0844,Home & Living,44580,Bangkok
TXN-00954,23/03/2024,C-0761,Sports,40071,Chiang Mai
TXN-00955,21/11/2024,C-0961,Beauty,26304,Khon Kaen
TXN-00956,16/02/2024,C-0479,Home & Living,3112,Chonburi
TXN-00957,29/08/2024,C-0275,Beauty,29351,Phuket
TXN-00958,10/08/2024,C-0960,Fashion,38074,Bangkok
TXN-00959,14/05/2024,C-0654,Fashion,2942,Chiang Mai
TXN-00960,10/02/2024,C-0546,Electronics,41664,Khon Kaen
TXN-00961,15/07/2024,C-0829,Fashion,28798,Bangkok
TXN-00962,24/07/2024,C-0630,Beauty,2180,Chonburi
TXN-00963,23/09/2024,C-0874,Electronics,12344,Bangkok
TXN-00964,01/11/2024,C-0788,Sports,22058,Phuket
TXN-00965,30/03/2024,C-0929,Fashion,27510,Chiang Mai
TXN-00966,12/08/2024,C-0445,Sports,48279,Phuket
TXN-00967,02/12/2024,C-0958,Fashion,17114,Chiang Mai
TXN-00968,22/09/2024,C-0580,Fashion,45261,Bangkok
TXN-00969,18/01/2024,C-0745,Home & Living,16798,Bangkok
TXN-00970,18/09/2024,C-0642,Fashion,3632,Phuket
TXN-00971,28/04/2024,C-0062,Sports,46316,Bangkok
TXN-00972,11/12/2024,C-0535,Electronics,17747,Bangkok
TXN-00973,02/05/2024,C-0206,Sports,11024,Phuket
TXN-00974,21/03/2024,C-0374,Fashion,36366,Phuket
TXN-00975,21/05/2024,C-0474,Beauty,49042,Bangkok
TXN-00976,29/06/2024,C-0152,Sports,23341,Chiang Mai
TXN-00977,26/07/2024,C-0247,Electronics,11775,Chiang Mai
TXN-00978,22/09/2024,C-0155,Home & Living,6324,Phuket
TXN-00979,26/12/2024,C-0765,Home & Living,40896,Khon Kaen
TXN-00980,16/02/2024,C-0702,Fashion,15414,Chiang Mai
TXN-00981,13/10/2024,C-0784,Electronics,20543,Phuket
TXN-00982,27/06/2024,C-0308,Electronics,47813,Bangkok
TXN-00983,21/05/2024,C-0865,Home & Living,27111,Chiang Mai
TXN-00984,09/04/2024,C-0446,Beauty,33084,Bangkok
TXN-00985,25/07/2024,C-0421,Sports,25580,Khon Kaen
TXN-00986,13/05/2024,C-0327,Fashion,46859,Phuket
TXN-00987,16/09/2024,C-0881,Beauty,22585,Chonburi
TXN-00988,07/02/2024,C-0851,Home & Living,24188,Phuket
TXN-00989,23/06/2024,C-0934,Electronics,11545,Phuket
TXN-00990,19/09/2024,C-0066,Fashion,7805,Phuket
TXN-00991,02/10/2024,C-0650,Home & Living,20850,Chonburi
TXN-00992,21/10/2024,C-0209,Sports,46390,Chonburi
TXN-00993,14/08/2024,C-0867,Home & Living,19912,Bangkok
TXN-00994,15/10/2024,C-0423,Home & Living,35775,Chiang Mai
TXN-00995,04/05/2024,C-0274,Beauty,41032,Phuket
TXN-00996,22/08/2024,C-0844,Electronics,13516,Chonburi
TXN-00997,27/10/2024,C-0294,Sports,47139,Phuket
TXN-00998,03/09/2024,C-0662,Sports,43962,Chonburi
TXN-00999,04/02/2024,C-0165,Fashion,17760,Khon Kaen
TXN-01000,22/04/2024,C-0263,Beauty,22792,Chiang Mai
TXN-01001,27/04/2024,C-0704,Electronics,26501,Bangkok
TXN-01002,30/07/2024,C-0616,Sports,25747,Phuket
TXN-01003,21/09/2024,C-0242,Beauty,48753,Chonburi
TXN-01004,24/12/2024,C-0416,Fashion,19761,Chiang Mai
TXN-01005,07/05/2024,C-0245,Fashion,5887,Chonburi
TXN-01006,23/07/2024,C-0117,Fashion,15234,Bangkok
TXN-01007,24/06/2024,C-0154,Home & Living,3172,Chonburi
TXN-01008,01/04/2024,C-0197,Sports,10658,Chonburi
TXN-01009,30/06/2024,C-0029,Home & Living,18442,Khon Kaen
TXN-01010,20/10/2024,C-0252,Electronics,15210,Bangkok
TXN-01011,15/12/2024,C-0817,Electronics,14850,Khon Kaen
TXN-01012,07/04/2024,C-0848,Sports,15300,Bangkok
TXN-01013,12/04/2024,C-0318,Sports,14653,Chonburi
TXN-01014,03/05/2024,C-0476,Fashion,19950,Bangkok
TXN-01015,15/04/2024,C-0498,Fashion,1861,Phuket
TXN-01016,07/05/2024,C-0574,Sports,32171,Chiang Mai
TXN-01017,01/07/2024,C-0447,Fashion,27666,Chiang Mai
TXN-01018,24/02/2024,C-0433,Beauty,37730,Chonburi
TXN-01019,10/02/2024,C-0663,Sports,12693,Chiang Mai
TXN-01020,05/12/2024,C-0928,Electronics,38569,Phuket
TXN-01021,04/01/2024,C-0038,Sports,38213,Bangkok
TXN-01022,04/10/2024,C-0207,Beauty,25869,Khon Kaen
TXN-01023,03/09/2024,C-0164,Home & Living,46817,Phuket
TXN-01024,10/06/2024,C-0280,Electronics,24353,Chiang Mai
TXN-01025,21/10/2024,C-0140,Fashion,17772,Phuket
TXN-01026,08/09/2024,C-0030,Electronics,24388,Chiang Mai
TXN-01027,18/09/2024,C-0265,Sports,15881,Bangkok
TXN-01028,23/04/2024,C-0809,Sports,23901,Chonburi
TXN-01029,06/03/2024,C-0823,Fashion,45929,Phuket
TXN-01030,04/08/2024,C-0285,Home & Living,46534,Bangkok
TXN-01031,03/10/2024,C-0675,Fashion,35776,Phuket
TXN-01032,26/06/2024,C-0564,Sports,6832,Phuket
TXN-01033,17/12/2024,C-0181,Electronics,33756,Phuket
TXN-01034,22/08/2024,C-0660,Home & Living,35585,Khon Kaen
TXN-01035,23/12/2024,C-0873,Home & Living,40089,Phuket
TXN-01036,10/06/2024,C-0044,Electronics,23328,Khon Kaen
TXN-01037,07/01/2024,C-0987,Fashion,42768,Bangkok
TXN-01038,13/07/2024,C-0740,Fashion,15177,Phuket
TXN-01039,15/06/2024,C-0498,Electronics,38134,Chonburi
TXN-01040,12/05/2024,C-0802,Sports,30662,Phuket
TXN-01041,14/05/2024,C-0021,Home & Living,33080,Chiang Mai
TXN-01042,29/08/2024,C-0057,Sports,4737,Khon Kaen
TXN-01043,24/06/2024,C-0881,Fashion,11729,Phuket
TXN-01044,12/09/2024,C-0919,Sports,29890,Phuket
TXN-01045,02/08/2024,C-0086,Electronics,4271,Chiang Mai
TXN-01046,09/07/2024,C-0322,Electronics,31736,Bangkok
TXN-01047,24/07/2024,C-0617,Fashion,10191,Phuket
TXN-01048,02/04/2024,C-0306,Home & Living,23726,Phuket
TXN-01049,21/10/2024,C-0888,Electronics,47611,Chiang Mai
TXN-01050,21/02/2024,C-0066,Sports,17015,Chonburi
TXN-01051,30/04/2024,C-0923,Beauty,48194,Chonburi
TXN-01052,14/07/2024,C-0979,Home & Living,39673,Bangkok
TXN-01053,17/03/2024,C-0417,Sports,46651,Phuket
TXN-01054,05/01/2024,C-0919,Beauty,9239,Phuket
TXN-01055,12/09/2024,C-0373,Home & Living,14603,Phuket
TXN-01056,18/11/2024,C-0688,Beauty,20804,Bangkok
TXN-01057,10/06/2024,C-0674,Fashion,44715,Bangkok
TXN-01058,02/06/2024,C-0907,Beauty,15741,Chiang Mai
TXN-01059,17/10/2024,C-0093,Beauty,33789,Khon Kaen
TXN-01060,20/02/2024,C-0407,Fashion,9952,Phuket
TXN-01061,31/01/2024,C-0966,Fashion,45151,Khon Kaen
TXN-01062,10/05/2024,C-0860,Beauty,944,Chiang Mai
TXN-01063,18/11/2024,C-0742,Fashion,3971,Phuket
TXN-01064,20/06/2024,C-0863,Electronics,23984,Phuket
TXN-01065,03/07/2024,C-0144,Fashion,5153,Chonburi
TXN-01066,11/05/2024,C-0242,Sports,35219,Chiang Mai
TXN-01067,29/07/2024,C-0115,Fashion,11064,Chiang Mai
TXN-01068,13/12/2024,C-0585,Fashion,16805,Bangkok
TXN-01069,11/04/2024,C-0753,Beauty,12253,Phuket
TXN-01070,28/11/2024,C-0513,Sports,2432,Chiang Mai
TXN-01071,30/03/2024,C-0956,Electronics,32938,Bangkok
TXN-01072,25/05/2024,C-0124,Beauty,22244,Chiang Mai
TXN-01073,10/12/2024,C-0535,Electronics,26947,Phuket
TXN-01074,16/08/2024,C-0681,Electronics,45415,Chonburi
TXN-01075,14/07/2024,C-0849,Electronics,27210,Bangkok
TXN-01076,25/08/2024,C-0595,Sports,31590,Bangkok
TXN-01077,15/03/2024,C-0973,Unknown,22998,Bangkok
TXN-01078,23/11/2024,C-0794,Electronics,20894,Bangkok
TXN-01079,21/06/2024,C-0954,Home & Living,46851,Bangkok
TXN-01080,09/11/2024,C-0538,Electronics,17015,Bangkok
TXN-01081,06/02/2024,C-0258,Beauty,12595,Bangkok
TXN-01082,24/06/2024,C-0509,Beauty,13646,Chiang Mai
TXN-01083,11/06/2024,C-0906,Home & Living,42916,Bangkok
TXN-01084,29/12/2024,C-0093,Fashion,22763,Phuket
TXN-01085,26/11/2024,C-0244,Sports,6662,Chonburi
TXN-01086,15/08/2024,C-0615,Sports,1836,Chiang Mai
TXN-01087,04/07/2024,C-0126,Electronics,4491,Chiang Mai
TXN-01088,23/09/2024,C-0792,Home & Living,4376,Khon Kaen
TXN-01089,30/07/2024,C-0827,Beauty,6758,Chiang Mai
TXN-01090,12/01/2024,C-0321,Fashion,35176,Chiang Mai
TXN-01091,30/04/2024,C-0338,Beauty,24903.5,Chiang Mai
TXN-01092,24/12/2024,C-0853,Home & Living,20571,Phuket
TXN-01093,17/04/2024,C-0599,Fashion,37729,Bangkok
TXN-01094,22/02/2024,C-0755,Beauty,5047,Bangkok
TXN-01095,30/08/2024,C-0400,Electronics,12852,Chonburi
TXN-01096,14/01/2024,C-0826,Electronics,33150,Bangkok
TXN-01097,25/09/2024,C-0767,Home & Living,14811,Phuket
TXN-01098,12/02/2024,C-0762,Sports,6854,Bangkok
TXN-01099,12/11/2024,C-0242,Home & Living,10636,Bangkok
TXN-01100,01/12/2024,C-0958,Electronics,38116,Bangkok
TXN-01101,18/07/2024,C-0434,Sports,29381,Chiang Mai
TXN-01102,06/05/2024,C-0224,Beauty,12132,Phuket
TXN-01103,14/08/2024,C-0148,Sports,29670,Chonburi
TXN-01104,08/03/2024,C-0110,Beauty,3041,Chonburi
TXN-01105,28/03/2024,C-0180,Home & Living,8382,Chonburi
TXN-01106,05/12/2024,C-0220,Home & Living,20925,Phuket
TXN-01107,15/06/2024,C-0994,Electronics,7563,Chiang Mai
TXN-01108,27/08/2024,C-0282,Beauty,12323,Phuket
TXN-01109,03/10/2024,C-0451,Home & Living,11469,Phuket
TXN-01110,07/10/2024,C-0419,Electronics,33114,Chonburi
TXN-01111,23/12/2024,C-0261,Fashion,10674,Chonburi
TXN-01112,29/10/2024,C-0884,Fashion,22611,Phuket
TXN-01113,19/11/2024,C-0604,Beauty,43654,Chiang Mai
TXN-01114,15/10/2024,C-0058,Beauty,25983,Chonburi
TXN-01115,23/11/2024,C-0503,Electronics,8127,Chiang Mai
TXN-01116,07/06/2024,C-0547,Home & Living,4790,Phuket
TXN-01117,03/09/2024,C-0384,Home & Living,24466,Chiang Mai
TXN-01118,15/02/2024,C-0717,Fashion,32662,Phuket
TXN-01119,06/07/2024,C-0972,Home & Living,26995,Phuket
TXN-01120,20/03/2024,C-0116,Beauty,4341,Chonburi
TXN-01121,01/01/2024,C-0325,Beauty,31985,Phuket
TXN-01122,10/03/2024,C-0559,Home & Living,43731,Chonburi
TXN-01123,28/08/2024,C-0434,Fashion,39240,Bangkok
TXN-01124,18/12/2024,C-0487,Sports,34568,Bangkok
TXN-01125,01/09/2024,C-0700,Sports,43413,Bangkok
TXN-01126,08/08/2024,C-0253,Sports,35059,Chiang Mai
TXN-01127,01/11/2024,C-0987,Beauty,46519,Bangkok
TXN-01128,04/01/2024,C-0285,Beauty,26333,Phuket
TXN-01129,06/04/2024,C-0901,Fashion,42652,Bangkok
TXN-01130,14/10/2024,C-0804,Fashion,21492,Chiang Mai
TXN-01131,07/05/2024,C-0960,Fashion,13478,Bangkok
TXN-01132,26/11/2024,C-0149,Electronics,41547,Bangkok
TXN-01133,12/07/2024,C-0372,Beauty,29017,Chonburi
TXN-01134,10/02/2024,C-0487,Electronics,32643,Bangkok
TXN-01135,02/05/2024,C-0733,Home & Living,7336,Bangkok
TXN-01136,09/11/2024,C-0377,Fashion,32226,Chonburi
TXN-01137,16/12/2024,C-0842,Fashion,20547,Khon Kaen
TXN-01138,28/11/2024,C-0316,Sports,19321,Bangkok
TXN-01139,17/05/2024,C-0022,Beauty,46303,Bangkok
TXN-01140,05/02/2024,C-0661,Fashion,3228,Bangkok
TXN-01141,28/05/2024,C-0991,Fashion,6344,Chiang Mai
TXN-01142,21/08/2024,C-0927,Fashion,39000,Bangkok
TXN-01143,19/05/2024,C-0621,Electronics,37939,Phuket
TXN-01144,08/09/2024,C-0036,Beauty,42504,Chonburi
TXN-01145,10/01/2024,C-0862,Electronics,3642,Phuket
TXN-01146,30/09/2024,C-0758,Electronics,3593,Phuket
TXN-01147,22/02/2024,C-0679,Sports,25724,Bangkok
TXN-01148,05/03/2024,C-0819,Electronics,35742,Bangkok
TXN-01149,05/01/2024,C-0964,Fashion,45337,Chonburi
TXN-01150,18/03/2024,C-0056,Electronics,48900,Chiang Mai
TXN-01151,21/04/2024,C-0708,Unknown,12184,Khon Kaen
TXN-01152,08/06/2024,C-0940,Beauty,45138,Bangkok
TXN-01153,12/09/2024,C-0808,Fashion,14557,Phuket
TXN-01154,25/08/2024,C-0688,Fashion,12670,Chonburi
TXN-01155,17/01/2024,C-0246,Home & Living,47188,Phuket
TXN-01156,15/03/2024,C-0260,Home & Living,47294,Khon Kaen
TXN-01157,19/07/2024,C-0566,Electronics,14048,Bangkok
TXN-01158,28/08/2024,C-0394,Fashion,40674,Bangkok
TXN-01159,08/05/2024,C-0317,Electronics,24903.5,Bangkok
TXN-01160,07/01/2024,C-0655,Fashion,14002,Bangkok
TXN-01161,31/12/2024,C-0982,Electronics,8123,Chonburi
TXN-01162,14/08/2024,C-0718,Beauty,810,Phuket
TXN-01163,18/01/2024,C-0372,Beauty,43727,Chonburi
TXN-01164,18/02/2024,C-0925,Home & Living,22176,Bangkok
TXN-01165,16/04/2024,C-0832,Sports,26053,Bangkok
TXN-01166,14/12/2024,C-0702,Fashion,24865,Phuket
TXN-01167,14/06/2024,C-0125,Fashion,26842,Bangkok
TXN-01168,22/01/2024,C-0548,Electronics,9784,Chiang Mai
TXN-01169,08/10/2024,C-0888,Fashion,41247,Bangkok
TXN-01170,09/05/2024,C-0243,Beauty,28211,Bangkok
TXN-01171,01/06/2024,C-0879,Fashion,47041,Khon Kaen
TXN-01172,27/01/2024,C-0454,Sports,41538,Khon Kaen
TXN-01173,21/04/2024,C-0398,Electronics,43317,Bangkok
TXN-01174,30/04/2024,C-0009,Beauty,18366,Chonburi
TXN-01175,15/06/2024,C-0932,Beauty,1170,Chonburi
TXN-01176,21/05/2024,C-0984,Fashion,27608,Phuket
TXN-01177,21/07/2024,C-0403,Home & Living,12918,Chiang Mai
TXN-01178,05/01/2024,C-0950,Fashion,32495,Chonburi
TXN-01179,24/10/2024,C-0940,Electronics,1183,Bangkok
TXN-01180,31/08/2024,C-0262,Sports,26417,Bangkok
TXN-01181,20/03/2024,C-0309,Home & Living,29934,Chonburi
TXN-01182,15/02/2024,C-0093,Home & Living,45687,Phuket
TXN-01183,12/09/2024,C-0959,Electronics,42285,Phuket
TXN-01184,12/11/2024,C-0843,Sports,10915,Phuket
TXN-01185,16/11/2024,C-0775,Unknown,32516,Chiang Mai
TXN-01186,01/07/2024,C-0242,Fashion,35688,Bangkok
TXN-01187,25/12/2024,C-0305,Electronics,49002,Chonburi
TXN-01188,24/02/2024,C-0216,Electronics,45123,Bangkok
TXN-01189,29/04/2024,C-0881,Sports,46048,Chiang Mai
TXN-01190,12/10/2024,C-0912,Beauty,35644,Bangkok
TXN-01191,26/06/2024,C-0165,Home & Living,37862,Chonburi
TXN-01192,12/08/2024,C-0938,Home & Living,8325,Phuket
TXN-01193,11/01/2024,C-0450,Unknown,13746,Chiang Mai
TXN-01194,02/07/2024,C-0647,Home & Living,36856,Phuket
TXN-01195,08/05/2024,C-0325,Sports,13658,Phuket
TXN-01196,05/09/2024,C-0901,Beauty,2839,Bangkok
TXN-01197,13/10/2024,C-0832,Fashion,7665,Chonburi
TXN-01198,22/12/2024,C-0786,Electronics,2992,Chonburi
TXN-01199,17/10/2024,C-0660,Sports,12589,Phuket
TXN-01200,27/06/2024,C-0417,Fashion,45956,Phuket
TXN-01201,27/08/2024,C-0809,Beauty,16343,Chiang Mai
TXN-01202,02/11/2024,C-0035,Electronics,24807,Chiang Mai
TXN-01203,10/10/2024,C-0281,Fashion,9855,Khon Kaen
TXN-01204,28/09/2024,C-0888,Electronics,3190,Phuket
TXN-01205,31/05/2024,C-0083,Electronics,33505,Khon Kaen
TXN-01206,04/10/2024,C-0843,Fashion,12884,Bangkok
TXN-01207,01/01/2024,C-0799,Fashion,48007,Khon Kaen
TXN-01208,16/09/2024,C-0964,Fashion,37776,Phuket
TXN-01209,04/04/2024,C-0504,Sports,24903.5,Chiang Mai
TXN-01210,13/11/2024,C-0483,Sports,16936,Bangkok
TXN-01211,13/11/2024,C-0755,Home & Living,23445,Chonburi
TXN-01212,02/02/2024,C-0423,Fashion,42714,Khon Kaen
TXN-01213,02/10/2024,C-0949,Home & Living,25405,Phuket
TXN-01214,07/04/2024,C-0862,Beauty,19623,Chiang Mai
TXN-01215,11/09/2024,C-0341,Beauty,15261,Phuket
TXN-01216,19/03/2024,C-0735,Sports,13236,Bangkok
TXN-01217,14/06/2024,C-0433,Fashion,47763,Chonburi
TXN-01218,13/06/2024,C-0898,Beauty,29370,Chonburi
TXN-01219,24/09/2024,C-0941,Electronics,16607,Phuket
TXN-01220,23/01/2024,C-0840,Home & Living,19361,Phuket
TXN-01221,07/03/2024,C-0103,Electronics,9895,Chonburi
TXN-01222,17/01/2024,C-0845,Beauty,21311,Chonburi
TXN-01223,05/09/2024,C-0165,Home & Living,45376,Bangkok
TXN-01224,17/01/2024,C-0716,Home & Living,34450,Chonburi
TXN-01225,17/07/2024,C-0268,Home & Living,41039,Phuket
TXN-01226,26/09/2024,C-0519,Fashion,47953,Bangkok
TXN-01227,29/10/2024,C-0068,Beauty,24772,Khon Kaen
TXN-01228,06/07/2024,C-0361,Beauty,7302,Bangkok
TXN-01229,06/02/2024,C-0431,Beauty,886,Phuket
TXN-01230,16/04/2024,C-0617,Fashion,37377,Bangkok
TXN-01231,10/02/2024,C-0747,Sports,25896,Phuket
TXN-01232,23/11/2024,C-0833,Home & Living,8340,Bangkok
TXN-01233,12/10/2024,C-0561,Beauty,41675,Khon Kaen
TXN-01234,31/07/2024,C-0756,Sports,36255,Chiang Mai
TXN-01235,28/12/2024,C-0335,Fashion,43023,Chonburi
TXN-01236,11/11/2024,C-0465,Sports,31723,Chonburi
TXN-01237,21/01/2024,C-0712,Home & Living,42756,Chiang Mai
TXN-01238,04/06/2024,C-0029,Beauty,45432,Chiang Mai
TXN-01239,20/04/2024,C-0781,Home & Living,29969,Bangkok
TXN-01240,19/02/2024,C-0054,Electronics,16075,Bangkok
TXN-01241,28/04/2024,C-0657,Electronics,40647,Chonburi
TXN-01242,07/04/2024,C-0657,Fashion,42226,Bangkok
TXN-01243,02/12/2024,C-0189,Sports,10536,Phuket
TXN-01244,16/11/2024,C-0646,Unknown,24101,Bangkok
TXN-01245,12/10/2024,C-0455,Home & Living,19299,Bangkok
TXN-01246,31/07/2024,C-0811,Sports,11926,Chonburi
TXN-01247,22/11/2024,C-0657,Electronics,25957,Bangkok
TXN-01248,11/12/2024,C-0140,Beauty,11006,Phuket
TXN-01249,06/12/2024,C-0004,Home & Living,1872,Bangkok
TXN-01250,23/02/2024,C-0411,Sports,20151,Khon Kaen
TXN-01251,02/04/2024,C-0205,Beauty,30642,Bangkok
TXN-01252,15/09/2024,C-0644,Fashion,35987,Bangkok
